kernel,proc,prbs,cc,mod_scheme
demap,ARM_CORTEX_A15,51,165225.6,6
demap,ARM_CORTEX_A15,52,168300.0,6
demap,ARM_CORTEX_A15,53,171450.0,6
demap,ARM_CORTEX_A15,54,174600.0,6
demap,ARM_CORTEX_A15,55,177750.0,6
demap,ARM_CORTEX_A15,56,180973.8,6
demap,ARM_CORTEX_A15,57,184123.8,6
demap,ARM_CORTEX_A15,58,187275.6,6
demap,ARM_CORTEX_A15,59,190425.6,6
demap,ARM_CORTEX_A15,60,193574.7,6
demap,ARM_CORTEX_A15,61,196723.8,6
demap,ARM_CORTEX_A15,62,199949.4,6
demap,ARM_CORTEX_A15,63,202950.0,6
demap,ARM_CORTEX_A15,64,206212.5,6
demap,ARM_CORTEX_A15,65,209400.3,6
demap,ARM_CORTEX_A15,66,212475.6,6
demap,ARM_CORTEX_A15,67,215625.59999999998,6
demap,ARM_CORTEX_A15,68,218775.6,6
demap,ARM_CORTEX_A15,69,222001.2,6
demap,ARM_CORTEX_A15,70,225149.40000000002,6
demap,ARM_CORTEX_A15,71,228262.5,6
demap,ARM_CORTEX_A15,72,231375.59999999998,6
demap,ARM_CORTEX_A15,73,234599.4,6
demap,ARM_CORTEX_A15,74,237749.4,6
demap,ARM_CORTEX_A15,75,240899.4,6
demap,ARM_CORTEX_A15,76,244088.1,6
demap,ARM_CORTEX_A15,77,247274.99999999997,6
demap,ARM_CORTEX_A15,78,250425.0,6
demap,ARM_CORTEX_A15,79,253501.2,6
demap,ARM_CORTEX_A15,80,256725.00000000003,6
demap,ARM_CORTEX_A15,81,259875.0,6
demap,ARM_CORTEX_A15,82,262951.2,6
demap,ARM_CORTEX_A15,83,266248.8,6
demap,ARM_CORTEX_A15,84,269325.0,6
demap,ARM_CORTEX_A15,85,272548.8,6
demap,ARM_CORTEX_A15,86,275625.0,6
demap,ARM_CORTEX_A15,87,278775.0,6
demap,ARM_CORTEX_A15,88,281925.0,6
demap,ARM_CORTEX_A15,89,285075.0,6
demap,ARM_CORTEX_A15,90,288225.0,6
demap,ARM_CORTEX_A15,91,291448.80000000005,6
demap,ARM_CORTEX_A15,92,294525.0,6
demap,ARM_CORTEX_A15,93,297750.60000000003,6
demap,ARM_CORTEX_A15,94,300974.39999999997,6
demap,ARM_CORTEX_A15,95,303975.0,6
demap,ARM_CORTEX_A15,96,307425.6,6
demap,ARM_CORTEX_A15,97,310500.0,6
demap,ARM_CORTEX_A15,98,313725.6,6
demap,ARM_CORTEX_A15,99,316724.4,6
demap,ARM_CORTEX_A15,100,320023.8,6
demap,ARM_CORTEX_A15,1,8325.0,8
demap,ARM_CORTEX_A15,2,12375.0,8
demap,ARM_CORTEX_A15,3,16498.8,8
demap,ARM_CORTEX_A15,4,20550.6,8
demap,ARM_CORTEX_A15,5,24600.6,8
demap,ARM_CORTEX_A15,6,28800.0,8
demap,ARM_CORTEX_A15,7,32850.0,8
demap,ARM_CORTEX_A15,8,37049.4,8
demap,ARM_CORTEX_A15,9,53100.0,8
demap,ARM_CORTEX_A15,10,57299.399999999994,8
demap,ARM_CORTEX_A15,11,61425.00000000001,8
demap,ARM_CORTEX_A15,12,65624.40000000001,8
demap,ARM_CORTEX_A15,13,69676.2,8
demap,ARM_CORTEX_A15,14,73648.8,8
demap,ARM_CORTEX_A15,15,65626.2,8
demap,ARM_CORTEX_A15,16,69676.2,8
demap,ARM_CORTEX_A15,17,73836.9,8
demap,ARM_CORTEX_A15,18,77999.4,8
demap,ARM_CORTEX_A15,19,82049.4,8
demap,ARM_CORTEX_A15,20,87075.0,8
demap,ARM_CORTEX_A15,21,90562.5,8
demap,ARM_CORTEX_A15,22,94424.4,8
demap,ARM_CORTEX_A15,23,99225.0,8
demap,ARM_CORTEX_A15,24,102675.6,8
demap,ARM_CORTEX_A15,25,106686.90000000001,8
demap,ARM_CORTEX_A15,26,110624.4,8
demap,ARM_CORTEX_A15,27,114750.00000000001,8
demap,ARM_CORTEX_A15,28,118875.6,8
demap,ARM_CORTEX_A15,29,122925.6,8
demap,ARM_CORTEX_A15,30,127198.8,8
demap,ARM_CORTEX_A15,31,131101.2,8
demap,ARM_CORTEX_A15,32,135261.9,8
demap,ARM_CORTEX_A15,33,139350.59999999998,8
demap,ARM_CORTEX_A15,34,143325.0,8
demap,ARM_CORTEX_A15,35,147450.59999999998,8
demap,ARM_CORTEX_A15,36,151498.8,8
demap,ARM_CORTEX_A15,37,155550.6,8
demap,ARM_CORTEX_A15,38,159637.5,8
demap,ARM_CORTEX_A15,39,163800.0,8
demap,ARM_CORTEX_A15,40,167850.0,8
demap,ARM_CORTEX_A15,41,171900.0,8
demap,ARM_CORTEX_A15,42,175950.0,8
demap,ARM_CORTEX_A15,43,180112.5,8
demap,ARM_CORTEX_A15,44,184199.4,8
demap,ARM_CORTEX_A15,45,188175.6,8
demap,ARM_CORTEX_A15,46,192299.4,8
demap,ARM_CORTEX_A15,47,196425.0,8
demap,ARM_CORTEX_A15,48,200548.80000000002,8
demap,ARM_CORTEX_A15,49,204600.59999999998,8
demap,ARM_CORTEX_A15,50,208650.59999999998,8
demap,ARM_CORTEX_A15,51,212774.4,8
demap,ARM_CORTEX_A15,52,216900.0,8
demap,ARM_CORTEX_A15,53,220800.6,8
demap,ARM_CORTEX_A15,54,225000.0,8
demap,ARM_CORTEX_A15,55,229199.40000000002,8
demap,ARM_CORTEX_A15,56,233251.19999999998,8
demap,ARM_CORTEX_A15,57,237225.59999999998,8
demap,ARM_CORTEX_A15,58,241425.0,8
demap,ARM_CORTEX_A15,59,245475.0,8
demap,ARM_CORTEX_A15,60,249600.6,8
demap,ARM_CORTEX_A15,61,253575.0,8
demap,ARM_CORTEX_A15,62,257774.4,8
demap,ARM_CORTEX_A15,63,261900.00000000003,8
demap,ARM_CORTEX_A15,64,265950.0,8
demap,ARM_CORTEX_A15,65,269962.2,8
demap,ARM_CORTEX_A15,66,274125.6,8
demap,ARM_CORTEX_A15,67,278249.39999999997,8
demap,ARM_CORTEX_A15,68,282150.0,8
demap,ARM_CORTEX_A15,69,286200.0,8
demap,ARM_CORTEX_A15,70,290548.8,8
demap,ARM_CORTEX_A15,71,294525.0,8
demap,ARM_CORTEX_A15,72,298724.4,8
demap,ARM_CORTEX_A15,73,302700.6,8
demap,ARM_CORTEX_A15,74,306900.0,8
demap,ARM_CORTEX_A15,75,310950.0,8
demap,ARM_CORTEX_A15,76,315075.60000000003,8
demap,ARM_CORTEX_A15,77,318974.39999999997,8
demap,ARM_CORTEX_A15,78,323173.8,8
demap,ARM_CORTEX_A15,79,327375.0,8
demap,ARM_CORTEX_A15,80,331498.80000000005,8
demap,ARM_CORTEX_A15,81,335475.0,8
demap,ARM_CORTEX_A15,82,339674.39999999997,8
demap,ARM_CORTEX_A15,83,343538.1,8
demap,ARM_CORTEX_A15,84,347774.4,8
demap,ARM_CORTEX_A15,85,351750.6,8
demap,ARM_CORTEX_A15,86,355950.0,8
demap,ARM_CORTEX_A15,87,360151.2,8
demap,ARM_CORTEX_A15,88,364050.0,8
demap,ARM_CORTEX_A15,89,368249.39999999997,8
demap,ARM_CORTEX_A15,90,372301.2,8
demap,ARM_CORTEX_A15,91,376425.0,8
demap,ARM_CORTEX_A15,92,380324.69999999995,8
demap,ARM_CORTEX_A15,93,384449.39999999997,8
demap,ARM_CORTEX_A15,94,388724.4,8
demap,ARM_CORTEX_A15,95,392850.0,8
demap,ARM_CORTEX_A15,96,396900.0,8
demap,ARM_CORTEX_A15,97,400950.0,8
demap,ARM_CORTEX_A15,98,405073.8,8
demap,ARM_CORTEX_A15,99,409050.0,8
demap,ARM_CORTEX_A15,100,413437.5,8
mf,acc_mf,1,167.5,NA
mf,acc_mf,2,165.0,NA
mf,acc_mf,3,205.0,NA
mf,acc_mf,4,205.0,NA
mf,acc_mf,5,205.0,NA
mf,acc_mf,6,205.0,NA
mf,acc_mf,7,247.5,NA
mf,acc_mf,8,242.5,NA
mf,acc_mf,9,244.99999999999997,NA
mf,acc_mf,10,285.0,NA
mf,acc_mf,11,285.0,NA
mf,acc_mf,12,285.0,NA
mf,acc_mf,13,327.5,NA
mf,acc_mf,14,327.5,NA
mf,acc_mf,15,325.0,NA
mf,acc_mf,16,365.0,NA
mf,acc_mf,17,365.0,NA
mf,acc_mf,18,365.0,NA
mf,acc_mf,19,367.5,NA
mf,acc_mf,20,405.00000000000006,NA
mf,acc_mf,21,405.00000000000006,NA
mf,acc_mf,22,405.00000000000006,NA
mf,acc_mf,23,445.0,NA
mf,acc_mf,24,445.0,NA
mf,acc_mf,25,442.5,NA
mf,acc_mf,26,485.0,NA
mf,acc_mf,27,482.50000000000006,NA
mf,acc_mf,28,482.50000000000006,NA
mf,acc_mf,29,482.50000000000006,NA
mf,acc_mf,30,527.5,NA
mf,acc_mf,31,525.0,NA
mf,acc_mf,32,525.0,NA
mf,acc_mf,33,562.5,NA
mf,acc_mf,34,565.0,NA
mf,acc_mf,35,565.0,NA
mf,acc_mf,36,605.0,NA
mf,acc_mf,37,605.0,NA
mf,acc_mf,38,607.5,NA
mf,acc_mf,39,605.0,NA
mf,acc_mf,40,645.0,NA
mf,acc_mf,41,647.5,NA
mf,acc_mf,42,645.0,NA
mf,acc_mf,43,687.5,NA
mf,acc_mf,44,685.0,NA
mf,acc_mf,45,685.0,NA
mf,acc_mf,46,725.0,NA
mf,acc_mf,47,725.0,NA
mf,acc_mf,48,722.5000000000001,NA
mf,acc_mf,49,725.0,NA
mf,acc_mf,50,765.0,NA
mf,acc_mf,51,762.5,NA
mf,acc_mf,52,767.5,NA
mf,acc_mf,53,802.5,NA
mf,acc_mf,54,802.5,NA
mf,acc_mf,55,802.5,NA
mf,acc_mf,56,845.0,NA
mf,acc_mf,57,847.5,NA
mf,acc_mf,58,845.0,NA
mf,acc_mf,59,845.0,NA
mf,acc_mf,60,885.0,NA
mf,acc_mf,61,885.0,NA
mf,acc_mf,62,885.0,NA
mf,acc_mf,63,927.5,NA
mf,acc_mf,64,925.0,NA
mf,acc_mf,65,922.5,NA
mf,acc_mf,66,965.0000000000001,NA
mf,acc_mf,67,962.5000000000001,NA
mf,acc_mf,68,965.0000000000001,NA
mf,acc_mf,69,965.0000000000001,NA
mf,acc_mf,70,1004.9999999999999,NA
mf,acc_mf,71,1004.9999999999999,NA
mf,acc_mf,72,1004.9999999999999,NA
mf,acc_mf,73,1045.0,NA
mf,acc_mf,74,1047.5000000000002,NA
mf,acc_mf,75,1042.5,NA
mf,acc_mf,76,1082.5,NA
mf,acc_mf,77,1082.5,NA
mf,acc_mf,78,1085.0,NA
mf,acc_mf,79,1122.5,NA
mf,acc_mf,80,1125.0,NA
mf,acc_mf,81,1125.0,NA
mf,acc_mf,82,1125.0,NA
mf,acc_mf,83,1165.0,NA
mf,acc_mf,84,1162.5,NA
mf,acc_mf,85,1167.5,NA
mf,acc_mf,86,1200.0,NA
mf,acc_mf,87,1202.5,NA
mf,acc_mf,88,1202.5,NA
mf,acc_mf,89,1202.5,NA
mf,acc_mf,90,1245.0000000000002,NA
mf,acc_mf,91,1245.0000000000002,NA
mf,acc_mf,92,1245.0000000000002,NA
mf,acc_mf,93,1280.0,NA
mf,acc_mf,94,1285.0,NA
mf,acc_mf,95,1280.0,NA
mf,acc_mf,96,1287.5000000000002,NA
mf,acc_mf,97,1325.0,NA
mf,acc_mf,98,1322.5,NA
mf,acc_mf,99,1325.0,NA
mf,acc_mf,100,1362.5,NA
wind,acc_wind,1,165.0,NA
wind,acc_wind,2,162.5,NA
wind,acc_wind,3,207.5,NA
wind,acc_wind,4,205.0,NA
wind,acc_wind,5,202.50000000000003,NA
wind,acc_wind,6,244.99999999999997,NA
wind,acc_wind,7,247.5,NA
wind,acc_wind,8,242.5,NA
wind,acc_wind,9,242.5,NA
wind,acc_wind,10,282.5,NA
wind,acc_wind,11,282.5,NA
wind,acc_wind,12,282.5,NA
wind,acc_wind,13,327.5,NA
wind,acc_wind,14,325.0,NA
wind,acc_wind,15,325.0,NA
wind,acc_wind,16,362.5,NA
wind,acc_wind,17,365.0,NA
wind,acc_wind,18,362.5,NA
wind,acc_wind,19,402.5,NA
wind,acc_wind,20,402.5,NA
wind,acc_wind,21,402.5,NA
wind,acc_wind,22,402.5,NA
wind,acc_wind,23,442.5,NA
wind,acc_wind,24,442.5,NA
wind,acc_wind,25,442.5,NA
wind,acc_wind,26,482.50000000000006,NA
wind,acc_wind,27,482.50000000000006,NA
wind,acc_wind,28,485.0,NA
wind,acc_wind,29,520.0,NA
wind,acc_wind,30,522.5,NA
wind,acc_wind,31,522.5,NA
wind,acc_wind,32,522.5,NA
wind,acc_wind,33,562.5,NA
wind,acc_wind,34,560.0,NA
wind,acc_wind,35,560.0,NA
wind,acc_wind,36,600.0,NA
wind,acc_wind,37,600.0,NA
wind,acc_wind,38,600.0,NA
wind,acc_wind,39,642.5,NA
wind,acc_wind,40,640.0,NA
wind,acc_wind,41,640.0,NA
wind,acc_wind,42,680.0,NA
wind,acc_wind,43,677.5,NA
wind,acc_wind,44,680.0,NA
wind,acc_wind,45,680.0,NA
wind,acc_wind,46,720.0,NA
wind,acc_wind,47,717.5,NA
wind,acc_wind,48,720.0,NA
wind,acc_wind,49,760.0,NA
wind,acc_wind,50,762.5,NA
wind,acc_wind,51,760.0,NA
wind,acc_wind,52,800.0000000000001,NA
wind,acc_wind,53,800.0000000000001,NA
wind,acc_wind,54,797.5,NA
wind,acc_wind,55,800.0000000000001,NA
wind,acc_wind,56,837.5,NA
wind,acc_wind,57,837.5,NA
wind,acc_wind,58,837.5,NA
wind,acc_wind,59,877.5,NA
wind,acc_wind,60,877.5,NA
wind,acc_wind,61,882.5,NA
wind,acc_wind,62,917.5,NA
wind,acc_wind,63,917.5,NA
wind,acc_wind,64,917.5,NA
wind,acc_wind,65,917.5,NA
wind,acc_wind,66,955.0,NA
wind,acc_wind,67,957.4999999999999,NA
wind,acc_wind,68,955.0,NA
wind,acc_wind,69,995.0,NA
wind,acc_wind,70,997.5,NA
wind,acc_wind,71,995.0,NA
wind,acc_wind,72,1040.0,NA
wind,acc_wind,73,1034.9999999999998,NA
wind,acc_wind,74,1034.9999999999998,NA
wind,acc_wind,75,1075.0,NA
wind,acc_wind,76,1075.0,NA
wind,acc_wind,77,1075.0,NA
wind,acc_wind,78,1075.0,NA
wind,acc_wind,79,1115.0,NA
wind,acc_wind,80,1115.0,NA
wind,acc_wind,81,1115.0,NA
wind,acc_wind,82,1157.5,NA
wind,acc_wind,83,1157.5,NA
wind,acc_wind,84,1155.0,NA
wind,acc_wind,85,1195.0,NA
wind,acc_wind,86,1195.0,NA
wind,acc_wind,87,1192.4999999999998,NA
wind,acc_wind,88,1195.0,NA
wind,acc_wind,89,1235.0,NA
wind,acc_wind,90,1232.4999999999998,NA
wind,acc_wind,91,1235.0,NA
wind,acc_wind,92,1272.5,NA
wind,acc_wind,93,1272.5,NA
wind,acc_wind,94,1275.0,NA
wind,acc_wind,95,1312.5,NA
wind,acc_wind,96,1312.5,NA
wind,acc_wind,97,1315.0,NA
wind,acc_wind,98,1350.0,NA
wind,acc_wind,99,1352.5,NA
wind,acc_wind,100,1352.5,NA
comb,acc_comb,1,272512.5,NA
comb,acc_comb,2,555410.0,NA
comb,acc_comb,3,867015.0,NA
comb,acc_comb,4,1093632.5,NA
comb,acc_comb,5,1376902.5,NA
comb,acc_comb,6,1715507.5,NA
comb,acc_comb,7,2054090.0000000002,NA
comb,acc_comb,8,2392657.499999975,NA
comb,acc_comb,9,2731244.999999975,NA
comb,acc_comb,10,3069869.999999975,NA
comb,acc_comb,11,3408437.5,NA
comb,acc_comb,12,3747034.999999975,NA
comb,acc_comb,13,4085647.5,NA
comb,acc_comb,14,4424220.0,NA
comb,acc_comb,15,4762814.999999975,NA
comb,acc_comb,16,5101390.0,NA
comb,acc_comb,17,5439985.0,NA
comb,acc_comb,18,5778607.5,NA
comb,acc_comb,19,6117177.499999975,NA
comb,acc_comb,20,6455762.5,NA
comb,acc_comb,21,6794365.0,NA
comb,acc_comb,22,7132957.5,NA
comb,acc_comb,23,7471562.5,NA
comb,acc_comb,24,7810125.0,NA
comb,acc_comb,25,8148752.5,NA
comb,acc_comb,26,8487337.499999974,NA
comb,acc_comb,27,8825932.5,NA
comb,acc_comb,28,9164500.0,NA
comb,acc_comb,29,9503115.0,NA
comb,acc_comb,30,9841692.499999974,NA
comb,acc_comb,31,10180280.0,NA
comb,acc_comb,32,10518882.5,NA
comb,acc_comb,33,10857457.5,NA
comb,acc_comb,34,11196075.0,NA
comb,acc_comb,35,11534657.5,NA
comb,acc_comb,36,11873270.0,NA
comb,acc_comb,37,12211842.5,NA
comb,acc_comb,38,12550420.0,NA
comb,acc_comb,39,12889027.5,NA
comb,acc_comb,40,13227610.0,NA
comb,acc_comb,41,13566215.0,NA
comb,acc_comb,42,13904805.0,NA
comb,acc_comb,43,14243390.0,NA
comb,acc_comb,44,14581975.0,NA
comb,acc_comb,45,14920575.0,NA
comb,acc_comb,46,15259177.5,NA
comb,acc_comb,47,15597755.0,NA
comb,acc_comb,48,15936340.0,NA
comb,acc_comb,49,16274942.5,NA
comb,acc_comb,50,16613547.5,NA
comb,acc_comb,51,16952122.5,NA
comb,acc_comb,52,17290702.499999974,NA
comb,acc_comb,53,17629320.0,NA
comb,acc_comb,54,17967902.5,NA
comb,acc_comb,55,18306515.0,NA
comb,acc_comb,56,18645065.0,NA
comb,acc_comb,57,18983687.5,NA
comb,acc_comb,58,19322270.0,NA
comb,acc_comb,59,19660877.5,NA
comb,acc_comb,60,19999465.0,NA
comb,acc_comb,61,20338052.5,NA
comb,acc_comb,62,20676617.5,NA
comb,acc_comb,63,21015220.0,NA
comb,acc_comb,64,21353834.999999974,NA
comb,acc_comb,65,21692419.999999978,NA
comb,acc_comb,66,22031007.499999974,NA
comb,acc_comb,67,22369585.0,NA
comb,acc_comb,68,22708205.0,NA
comb,acc_comb,69,23046775.0,NA
comb,acc_comb,70,23385360.0,NA
comb,acc_comb,71,23723955.0,NA
comb,acc_comb,72,24062580.0,NA
comb,acc_comb,73,24401170.0,NA
comb,acc_comb,74,24739729.999999974,NA
comb,acc_comb,75,25078352.5,NA
comb,acc_comb,76,25416917.5,NA
comb,acc_comb,77,25755507.5,NA
comb,acc_comb,78,26094090.0,NA
comb,acc_comb,79,26432705.0,NA
comb,acc_comb,80,26771290.0,NA
comb,acc_comb,81,27109895.0,NA
comb,acc_comb,82,27448459.999999978,NA
comb,acc_comb,83,27787055.0,NA
comb,acc_comb,84,28125667.5,NA
comb,acc_comb,85,28464270.0,NA
comb,acc_comb,86,28802847.5,NA
comb,acc_comb,87,29141457.5,NA
comb,acc_comb,88,29480052.5,NA
comb,acc_comb,89,29818622.5,NA
comb,acc_comb,90,30157205.0,NA
comb,acc_comb,91,30495787.5,NA
comb,acc_comb,92,30834402.5,NA
comb,acc_comb,93,31173002.499999974,NA
comb,acc_comb,94,31511592.499999996,NA
comb,acc_comb,95,31850190.0,NA
comb,acc_comb,96,32188777.5,NA
comb,acc_comb,97,32527340.0,NA
comb,acc_comb,98,32865972.5,NA
comb,acc_comb,99,33204525.0,NA
comb,acc_comb,100,33543147.500000004,NA
ant,acc_ant,1,232.5,NA
ant,acc_ant,2,244.99999999999997,NA
ant,acc_ant,3,285.0,NA
ant,acc_ant,4,330.0,NA
ant,acc_ant,5,405.00000000000006,NA
ant,acc_ant,6,442.5,NA
ant,acc_ant,7,485.0,NA
ant,acc_ant,8,525.0,NA
ant,acc_ant,9,605.0,NA
ant,acc_ant,10,645.0,NA
ant,acc_ant,11,685.0,NA
ant,acc_ant,12,725.0,NA
ant,acc_ant,13,767.5,NA
ant,acc_ant,14,840.0,NA
ant,acc_ant,15,885.0,NA
ant,acc_ant,16,925.0,NA
ant,acc_ant,17,967.5,NA
ant,acc_ant,18,1004.9999999999999,NA
ant,acc_ant,19,1082.5,NA
ant,acc_ant,20,1125.0,NA
ant,acc_ant,21,1162.5,NA
ant,acc_ant,22,1202.5,NA
ant,acc_ant,23,1245.0000000000002,NA
ant,acc_ant,24,1325.0,NA
ant,acc_ant,25,1365.0,NA
ant,acc_ant,26,1405.0,NA
ant,acc_ant,27,1442.5,NA
ant,acc_ant,28,1485.0000000000002,NA
ant,acc_ant,29,1565.0,NA
ant,acc_ant,30,1600.0000000000002,NA
ant,acc_ant,31,1640.0,NA
ant,acc_ant,32,1680.0,NA
ant,acc_ant,33,1720.0,NA
ant,acc_ant,34,1802.5,NA
ant,acc_ant,35,1850.0,NA
ant,acc_ant,36,1882.5,NA
ant,acc_ant,37,1922.5000000000002,NA
ant,acc_ant,38,1959.9999999999998,NA
ant,acc_ant,39,2042.5,NA
ant,acc_ant,40,2077.5,NA
ant,acc_ant,41,2125.0,NA
ant,acc_ant,42,2160.0,NA
ant,acc_ant,43,2200.0,NA
ant,acc_ant,44,2280.0,NA
ant,acc_ant,45,2322.5,NA
ant,acc_ant,46,2362.5,NA
ant,acc_ant,47,2400.0,NA
ant,acc_ant,48,2440.0,NA
ant,acc_ant,49,2520.0,NA
ant,acc_ant,50,2562.5,NA
ant,acc_ant,51,2602.5,NA
ant,acc_ant,52,2640.0,NA
ant,acc_ant,53,2715.0,NA
ant,acc_ant,54,2760.0,NA
ant,acc_ant,55,2797.5,NA
ant,acc_ant,56,2842.5,NA
ant,acc_ant,57,2882.5,NA
ant,acc_ant,58,2955.0,NA
ant,acc_ant,59,3000.0,NA
ant,acc_ant,60,3037.5,NA
ant,acc_ant,61,3077.5,NA
ant,acc_ant,62,3120.0,NA
ant,acc_ant,63,3160.0,NA
ant,acc_ant,64,3240.0,NA
ant,acc_ant,65,3280.0,NA
ant,acc_ant,66,3317.5,NA
ant,acc_ant,67,3360.0,NA
ant,acc_ant,68,3400.0,NA
ant,acc_ant,69,3480.0,NA
ant,acc_ant,70,3520.0,NA
ant,acc_ant,71,3557.5,NA
ant,acc_ant,72,3600.0,NA
ant,acc_ant,73,3640.0,NA
ant,acc_ant,74,3720.0000000000005,NA
ant,acc_ant,75,3762.5,NA
ant,acc_ant,76,3797.5,NA
ant,acc_ant,77,3834.9999999999995,NA
ant,acc_ant,78,3919.9999999999995,NA
ant,acc_ant,79,3967.4999999999995,NA
ant,acc_ant,80,3997.5000000000005,NA
ant,acc_ant,81,4037.5,NA
ant,acc_ant,82,4080.0,NA
ant,acc_ant,83,4160.0,NA
ant,acc_ant,84,4195.000000000001,NA
ant,acc_ant,85,4237.5,NA
ant,acc_ant,86,4272.5,NA
ant,acc_ant,87,4320.0,NA
ant,acc_ant,88,4394.999999999999,NA
ant,acc_ant,89,4440.000000000001,NA
ant,acc_ant,90,4485.0,NA
ant,acc_ant,91,4515.0,NA
ant,acc_ant,92,4560.0,NA
ant,acc_ant,93,4640.0,NA
ant,acc_ant,94,4675.0,NA
ant,acc_ant,95,4715.0,NA
ant,acc_ant,96,4755.0,NA
ant,acc_ant,97,4795.0,NA
ant,acc_ant,98,4875.0,NA
ant,acc_ant,99,4917.500000000001,NA
ant,acc_ant,100,4957.5,NA
demap,acc_demap,1,165.0,1
demap,acc_demap,2,210.0,1
demap,acc_demap,3,205.0,1
demap,acc_demap,4,247.5,1
demap,acc_demap,5,290.0,1
demap,acc_demap,6,285.0,1
demap,acc_demap,7,330.0,1
demap,acc_demap,8,365.0,1
demap,acc_demap,9,365.0,1
demap,acc_demap,10,405.00000000000006,1
demap,acc_demap,11,405.00000000000006,1
demap,acc_demap,12,445.0,1
demap,acc_demap,13,485.0,1
demap,acc_demap,14,487.5,1
demap,acc_demap,15,525.0,1
demap,acc_demap,16,530.0,1
demap,acc_demap,17,565.0,1
demap,acc_demap,18,605.0,1
demap,acc_demap,19,605.0,1
demap,acc_demap,20,647.5,1
demap,acc_demap,21,645.0,1
demap,acc_demap,22,685.0,1
demap,acc_demap,23,725.0,1
demap,acc_demap,24,725.0,1
demap,acc_demap,25,767.5,1
demap,acc_demap,26,765.0,1
demap,acc_demap,27,807.5,1
demap,acc_demap,28,842.5,1
demap,acc_demap,29,842.5,1
demap,acc_demap,30,885.0,1
demap,acc_demap,31,885.0,1
demap,acc_demap,32,922.5,1
demap,acc_demap,33,962.5000000000001,1
demap,acc_demap,34,965.0000000000001,1
demap,acc_demap,35,1004.9999999999999,1
demap,acc_demap,36,1004.9999999999999,1
demap,acc_demap,37,1045.0,1
demap,acc_demap,38,1050.0,1
demap,acc_demap,39,1085.0,1
demap,acc_demap,40,1125.0,1
demap,acc_demap,41,1125.0,1
demap,acc_demap,42,1162.5,1
demap,acc_demap,43,1207.5,1
demap,acc_demap,44,1205.0,1
demap,acc_demap,45,1245.0000000000002,1
demap,acc_demap,46,1245.0000000000002,1
demap,acc_demap,47,1285.0,1
demap,acc_demap,48,1325.0,1
demap,acc_demap,49,1330.0,1
demap,acc_demap,50,1365.0,1
demap,acc_demap,51,1365.0,1
demap,acc_demap,52,1405.0,1
demap,acc_demap,53,1447.5,1
demap,acc_demap,54,1445.0000000000002,1
demap,acc_demap,55,1482.5,1
demap,acc_demap,56,1482.5,1
demap,acc_demap,57,1520.0,1
demap,acc_demap,58,1567.4999999999998,1
demap,acc_demap,59,1562.5,1
demap,acc_demap,60,1607.4999999999998,1
demap,acc_demap,61,1602.5000000000002,1
demap,acc_demap,62,1640.0,1
demap,acc_demap,63,1682.5000000000002,1
demap,acc_demap,64,1682.5000000000002,1
demap,acc_demap,65,1722.5,1
demap,acc_demap,66,1720.0,1
demap,acc_demap,67,1762.4999999999998,1
demap,acc_demap,68,1802.5,1
demap,acc_demap,69,1804.9999999999995,1
demap,acc_demap,70,1840.0000000000002,1
demap,acc_demap,71,1847.4999999999998,1
demap,acc_demap,72,1882.5,1
demap,acc_demap,73,1919.9999999999998,1
demap,acc_demap,74,1922.5000000000002,1
demap,acc_demap,75,1959.9999999999998,1
demap,acc_demap,76,1965.0000000000002,1
demap,acc_demap,77,2002.4999999999998,1
demap,acc_demap,78,2040.0,1
demap,acc_demap,79,2045.0,1
demap,acc_demap,80,2085.0,1
demap,acc_demap,81,2085.0,1
demap,acc_demap,82,2127.5,1
demap,acc_demap,83,2165.0,1
demap,acc_demap,84,2160.0,1
demap,acc_demap,85,2200.0,1
demap,acc_demap,86,2205.0,1
demap,acc_demap,87,2242.5,1
demap,acc_demap,88,2280.0,1
demap,acc_demap,89,2282.5,1
demap,acc_demap,90,2320.0,1
demap,acc_demap,91,2320.0,1
demap,acc_demap,92,2362.5,1
demap,acc_demap,93,2405.0,1
demap,acc_demap,94,2400.0,1
demap,acc_demap,95,2440.0,1
demap,acc_demap,96,2440.0,1
demap,acc_demap,97,2477.5,1
demap,acc_demap,98,2520.0,1
demap,acc_demap,99,2520.0,1
demap,acc_demap,100,2560.0,1
demap,acc_demap,1,205.0,2
demap,acc_demap,2,244.99999999999997,2
demap,acc_demap,3,285.0,2
demap,acc_demap,4,365.0,2
demap,acc_demap,5,405.00000000000006,2
demap,acc_demap,6,437.5,2
demap,acc_demap,7,482.50000000000006,2
demap,acc_demap,8,522.5,2
demap,acc_demap,9,600.0,2
demap,acc_demap,10,640.0,2
demap,acc_demap,11,677.5,2
demap,acc_demap,12,720.0,2
demap,acc_demap,13,800.0000000000001,2
demap,acc_demap,14,840.0,2
demap,acc_demap,15,880.0,2
demap,acc_demap,16,917.5,2
demap,acc_demap,17,957.4999999999999,2
demap,acc_demap,18,997.5,2
demap,acc_demap,19,1075.0,2
demap,acc_demap,20,1115.0,2
demap,acc_demap,21,1155.0,2
demap,acc_demap,22,1195.0,2
demap,acc_demap,23,1275.0,2
demap,acc_demap,24,1310.0,2
demap,acc_demap,25,1350.0,2
demap,acc_demap,26,1392.5,2
demap,acc_demap,27,1430.0,2
demap,acc_demap,28,1510.0,2
