kernel,proc,prbs,cc,mod_scheme
mf,ARM_CORTEX_A7,1,8812.5,NA
mf,ARM_CORTEX_A7,2,4125.0,NA
mf,ARM_CORTEX_A7,3,6093.0,NA
mf,ARM_CORTEX_A7,4,10188.0,NA
mf,ARM_CORTEX_A7,5,13030.5,NA
mf,ARM_CORTEX_A7,6,20562.0,NA
mf,ARM_CORTEX_A7,7,6250.5,NA
mf,ARM_CORTEX_A7,8,6688.5,NA
mf,ARM_CORTEX_A7,9,7125.0,NA
mf,ARM_CORTEX_A7,10,7656.0,NA
mf,ARM_CORTEX_A7,11,8062.5,NA
mf,ARM_CORTEX_A7,12,8467.5,NA
mf,ARM_CORTEX_A7,13,8938.5,NA
mf,ARM_CORTEX_A7,14,9375.0,NA
mf,ARM_CORTEX_A7,15,9750.0,NA
mf,ARM_CORTEX_A7,16,10125.0,NA
mf,ARM_CORTEX_A7,17,10500.0,NA
mf,ARM_CORTEX_A7,18,10938.0,NA
mf,ARM_CORTEX_A7,19,11376.0,NA
mf,ARM_CORTEX_A7,20,11812.5,NA
mf,ARM_CORTEX_A7,21,12249.0,NA
mf,ARM_CORTEX_A7,22,12813.0,NA
mf,ARM_CORTEX_A7,23,13249.5,NA
mf,ARM_CORTEX_A7,24,13626.0,NA
mf,ARM_CORTEX_A7,25,14062.499999999998,NA
mf,ARM_CORTEX_A7,26,14563.5,NA
mf,ARM_CORTEX_A7,27,15000.000000000002,NA
mf,ARM_CORTEX_A7,28,15375.0,NA
mf,ARM_CORTEX_A7,29,15813.0,NA
mf,ARM_CORTEX_A7,30,16251.0,NA
mf,ARM_CORTEX_A7,31,16687.5,NA
mf,ARM_CORTEX_A7,32,17062.5,NA
mf,ARM_CORTEX_A7,33,17500.5,NA
mf,ARM_CORTEX_A7,34,17938.5,NA
mf,ARM_CORTEX_A7,35,18375.0,NA
mf,ARM_CORTEX_A7,36,18811.5,NA
mf,ARM_CORTEX_A7,37,19188.0,NA
mf,ARM_CORTEX_A7,38,19687.5,NA
mf,ARM_CORTEX_A7,39,20124.0,NA
mf,ARM_CORTEX_A7,40,20562.0,NA
mf,ARM_CORTEX_A7,41,21000.0,NA
mf,ARM_CORTEX_A7,42,21436.5,NA
mf,ARM_CORTEX_A7,43,21937.5,NA
mf,ARM_CORTEX_A7,44,22374.0,NA
mf,ARM_CORTEX_A7,45,22812.0,NA
mf,ARM_CORTEX_A7,46,23250.0,NA
mf,ARM_CORTEX_A7,47,23749.5,NA
mf,ARM_CORTEX_A7,48,24187.5,NA
mf,ARM_CORTEX_A7,49,24592.500000000004,NA
mf,ARM_CORTEX_A7,50,25000.500000000004,NA
mf,ARM_CORTEX_A7,51,25875.0,NA
mf,ARM_CORTEX_A7,52,26313.0,NA
mf,ARM_CORTEX_A7,53,26812.5,NA
mf,ARM_CORTEX_A7,54,27312.0,NA
mf,ARM_CORTEX_A7,55,27562.5,NA
mf,ARM_CORTEX_A7,56,28124.999999999996,NA
mf,ARM_CORTEX_A7,57,28563.000000000004,NA
mf,ARM_CORTEX_A7,58,29125.5,NA
mf,ARM_CORTEX_A7,59,29313.0,NA
mf,ARM_CORTEX_A7,60,29688.0,NA
mf,ARM_CORTEX_A7,61,30217.5,NA
mf,ARM_CORTEX_A7,62,30687.0,NA
mf,ARM_CORTEX_A7,63,31062.0,NA
mf,ARM_CORTEX_A7,64,31500.0,NA
mf,ARM_CORTEX_A7,65,31937.999999999996,NA
mf,ARM_CORTEX_A7,66,32499.0,NA
mf,ARM_CORTEX_A7,67,33000.0,NA
mf,ARM_CORTEX_A7,68,33312.0,NA
mf,ARM_CORTEX_A7,69,33750.0,NA
mf,ARM_CORTEX_A7,70,34312.5,NA
mf,ARM_CORTEX_A7,71,34687.5,NA
mf,ARM_CORTEX_A7,72,35062.5,NA
mf,ARM_CORTEX_A7,73,35562.0,NA
mf,ARM_CORTEX_A7,74,36063.0,NA
mf,ARM_CORTEX_A7,75,36499.5,NA
mf,ARM_CORTEX_A7,76,36811.5,NA
mf,ARM_CORTEX_A7,77,37312.5,NA
mf,ARM_CORTEX_A7,78,37813.5,NA
mf,ARM_CORTEX_A7,79,38187.0,NA
mf,ARM_CORTEX_A7,80,38688.0,NA
mf,ARM_CORTEX_A7,81,39187.5,NA
mf,ARM_CORTEX_A7,82,39780.0,NA
mf,ARM_CORTEX_A7,83,40062.0,NA
mf,ARM_CORTEX_A7,84,40500.0,NA
mf,ARM_CORTEX_A7,85,40875.0,NA
mf,ARM_CORTEX_A7,86,41749.5,NA
mf,ARM_CORTEX_A7,87,42187.5,NA
mf,ARM_CORTEX_A7,88,42624.0,NA
mf,ARM_CORTEX_A7,89,43125.0,NA
mf,ARM_CORTEX_A7,90,43687.5,NA
mf,ARM_CORTEX_A7,91,44062.5,NA
mf,ARM_CORTEX_A7,92,44376.0,NA
mf,ARM_CORTEX_A7,93,44938.5,NA
mf,ARM_CORTEX_A7,94,45501.0,NA
mf,ARM_CORTEX_A7,95,45750.0,NA
mf,ARM_CORTEX_A7,96,46125.0,NA
mf,ARM_CORTEX_A7,97,46813.5,NA
mf,ARM_CORTEX_A7,98,47374.5,NA
mf,ARM_CORTEX_A7,99,47562.0,NA
mf,ARM_CORTEX_A7,100,47938.49999999999,NA
fft,ARM_CORTEX_A7,1,4563.0,NA
fft,ARM_CORTEX_A7,2,6312.0,NA
fft,ARM_CORTEX_A7,3,9999.0,NA
fft,ARM_CORTEX_A7,4,9937.5,NA
fft,ARM_CORTEX_A7,5,9937.5,NA
fft,ARM_CORTEX_A7,6,18250.5,NA
fft,ARM_CORTEX_A7,7,18312.0,NA
fft,ARM_CORTEX_A7,8,18249.0,NA
fft,ARM_CORTEX_A7,9,18187.5,NA
fft,ARM_CORTEX_A7,10,18187.5,NA
fft,ARM_CORTEX_A7,11,36874.5,NA
fft,ARM_CORTEX_A7,12,36750.0,NA
fft,ARM_CORTEX_A7,13,36687.0,NA
fft,ARM_CORTEX_A7,14,36687.0,NA
fft,ARM_CORTEX_A7,15,36687.0,NA
fft,ARM_CORTEX_A7,16,36687.0,NA
fft,ARM_CORTEX_A7,17,36687.0,NA
fft,ARM_CORTEX_A7,18,36624.0,NA
fft,ARM_CORTEX_A7,19,36438.0,NA
fft,ARM_CORTEX_A7,20,36436.5,NA
fft,ARM_CORTEX_A7,21,36312.0,NA
fft,ARM_CORTEX_A7,22,78876.0,NA
fft,ARM_CORTEX_A7,23,78688.5,NA
fft,ARM_CORTEX_A7,24,78624.0,NA
fft,ARM_CORTEX_A7,25,78438.0,NA
fft,ARM_CORTEX_A7,26,78312.0,NA
fft,ARM_CORTEX_A7,27,78187.5,NA
fft,ARM_CORTEX_A7,28,78061.5,NA
fft,ARM_CORTEX_A7,29,77875.5,NA
fft,ARM_CORTEX_A7,30,77812.5,NA
fft,ARM_CORTEX_A7,31,77625.0,NA
fft,ARM_CORTEX_A7,32,77500.5,NA
fft,ARM_CORTEX_A7,33,77374.5,NA
fft,ARM_CORTEX_A7,34,77250.0,NA
fft,ARM_CORTEX_A7,35,77124.0,NA
fft,ARM_CORTEX_A7,36,76999.5,NA
fft,ARM_CORTEX_A7,37,76813.5,NA
fft,ARM_CORTEX_A7,38,76749.0,NA
fft,ARM_CORTEX_A7,39,76563.0,NA
fft,ARM_CORTEX_A7,40,76500.0,NA
fft,ARM_CORTEX_A7,41,76312.5,NA
fft,ARM_CORTEX_A7,42,76188.0,NA
fft,ARM_CORTEX_A7,43,84937.5,NA
fft,ARM_CORTEX_A7,44,84874.5,NA
fft,ARM_CORTEX_A7,45,84687.0,NA
fft,ARM_CORTEX_A7,46,84562.5,NA
fft,ARM_CORTEX_A7,47,84436.5,NA
fft,ARM_CORTEX_A7,48,84312.0,NA
fft,ARM_CORTEX_A7,49,84187.5,NA
fft,ARM_CORTEX_A7,50,84063.0,NA
fft,ARM_CORTEX_A7,51,167937.0,NA
fft,ARM_CORTEX_A7,52,167812.5,NA
fft,ARM_CORTEX_A7,53,167625.0,NA
fft,ARM_CORTEX_A7,54,167500.5,NA
fft,ARM_CORTEX_A7,55,167313.0,NA
fft,ARM_CORTEX_A7,56,167188.5,NA
fft,ARM_CORTEX_A7,57,167001.0,NA
fft,ARM_CORTEX_A7,58,166875.0,NA
fft,ARM_CORTEX_A7,59,166750.5,NA
fft,ARM_CORTEX_A7,60,166624.5,NA
fft,ARM_CORTEX_A7,61,166438.5,NA
fft,ARM_CORTEX_A7,62,166312.5,NA
fft,ARM_CORTEX_A7,63,166125.0,NA
fft,ARM_CORTEX_A7,64,166000.5,NA
fft,ARM_CORTEX_A7,65,165874.5,NA
fft,ARM_CORTEX_A7,66,165750.0,NA
fft,ARM_CORTEX_A7,67,165562.5,NA
fft,ARM_CORTEX_A7,68,165438.0,NA
fft,ARM_CORTEX_A7,69,165250.5,NA
fft,ARM_CORTEX_A7,70,165187.5,NA
fft,ARM_CORTEX_A7,71,165000.0,NA
fft,ARM_CORTEX_A7,72,164875.5,NA
fft,ARM_CORTEX_A7,73,164688.0,NA
fft,ARM_CORTEX_A7,74,164625.0,NA
fft,ARM_CORTEX_A7,75,164499.0,NA
fft,ARM_CORTEX_A7,76,164374.5,NA
fft,ARM_CORTEX_A7,77,164250.0,NA
fft,ARM_CORTEX_A7,78,164124.0,NA
fft,ARM_CORTEX_A7,79,163938.0,NA
fft,ARM_CORTEX_A7,80,163813.5,NA
fft,ARM_CORTEX_A7,81,163687.5,NA
fft,ARM_CORTEX_A7,82,163563.0,NA
fft,ARM_CORTEX_A7,83,163437.0,NA
fft,ARM_CORTEX_A7,84,163312.5,NA
fft,ARM_CORTEX_A7,85,163063.5,NA
fft,ARM_CORTEX_A7,86,183499.5,NA
fft,ARM_CORTEX_A7,87,183312.0,NA
fft,ARM_CORTEX_A7,88,183187.5,NA
fft,ARM_CORTEX_A7,89,183061.5,NA
fft,ARM_CORTEX_A7,90,182937.0,NA
fft,ARM_CORTEX_A7,91,182812.5,NA
fft,ARM_CORTEX_A7,92,182686.5,NA
fft,ARM_CORTEX_A7,93,182500.5,NA
fft,ARM_CORTEX_A7,94,182437.5,NA
fft,ARM_CORTEX_A7,95,182250.0,NA
fft,ARM_CORTEX_A7,96,182125.5,NA
fft,ARM_CORTEX_A7,97,181938.0,NA
fft,ARM_CORTEX_A7,98,181813.5,NA
fft,ARM_CORTEX_A7,99,181687.5,NA
fft,ARM_CORTEX_A7,100,181500.0,NA
wind,ARM_CORTEX_A7,1,3312.0,NA
wind,ARM_CORTEX_A7,2,3375.0,NA
wind,ARM_CORTEX_A7,3,3499.5,NA
wind,ARM_CORTEX_A7,4,3562.5,NA
wind,ARM_CORTEX_A7,5,3625.5,NA
wind,ARM_CORTEX_A7,6,3750.0000000000005,NA
wind,ARM_CORTEX_A7,7,3750.0000000000005,NA
wind,ARM_CORTEX_A7,8,3813.0,NA
wind,ARM_CORTEX_A7,9,3876.0000000000005,NA
wind,ARM_CORTEX_A7,10,3937.5,NA
wind,ARM_CORTEX_A7,11,4062.0000000000005,NA
wind,ARM_CORTEX_A7,12,4125.0,NA
wind,ARM_CORTEX_A7,13,4186.5,NA
wind,ARM_CORTEX_A7,14,4249.5,NA
wind,ARM_CORTEX_A7,15,4312.5,NA
wind,ARM_CORTEX_A7,16,4374.0,NA
wind,ARM_CORTEX_A7,17,4437.0,NA
wind,ARM_CORTEX_A7,18,4500.0,NA
wind,ARM_CORTEX_A7,19,4561.5,NA
wind,ARM_CORTEX_A7,20,4624.5,NA
wind,ARM_CORTEX_A7,21,4687.5,NA
wind,ARM_CORTEX_A7,22,4750.5,NA
wind,ARM_CORTEX_A7,23,4813.5,NA
wind,ARM_CORTEX_A7,24,4875.0,NA
wind,ARM_CORTEX_A7,25,4938.0,NA
wind,ARM_CORTEX_A7,26,5062.5,NA
wind,ARM_CORTEX_A7,27,5062.5,NA
wind,ARM_CORTEX_A7,28,5125.5,NA
wind,ARM_CORTEX_A7,29,5250.0,NA
wind,ARM_CORTEX_A7,30,5250.0,NA
wind,ARM_CORTEX_A7,31,5313.0,NA
wind,ARM_CORTEX_A7,32,5437.5,NA
wind,ARM_CORTEX_A7,33,5500.5,NA
wind,ARM_CORTEX_A7,34,5562.0,NA
wind,ARM_CORTEX_A7,35,5625.0,NA
wind,ARM_CORTEX_A7,36,5686.5,NA
wind,ARM_CORTEX_A7,37,5749.500000000001,NA
wind,ARM_CORTEX_A7,38,5812.5,NA
wind,ARM_CORTEX_A7,39,5875.5,NA
wind,ARM_CORTEX_A7,40,5937.0,NA
wind,ARM_CORTEX_A7,41,6000.0,NA
wind,ARM_CORTEX_A7,42,6062.999999999999,NA
wind,ARM_CORTEX_A7,43,6126.0,NA
wind,ARM_CORTEX_A7,44,6187.500000000001,NA
wind,ARM_CORTEX_A7,45,6250.5,NA
wind,ARM_CORTEX_A7,46,6313.5,NA
wind,ARM_CORTEX_A7,47,6375.0,NA
wind,ARM_CORTEX_A7,48,6499.5,NA
wind,ARM_CORTEX_A7,49,6562.499999999999,NA
wind,ARM_CORTEX_A7,50,6625.5,NA
wind,ARM_CORTEX_A7,51,6687.000000000001,NA
wind,ARM_CORTEX_A7,52,6750.0,NA
wind,ARM_CORTEX_A7,53,6813.0,NA
wind,ARM_CORTEX_A7,54,6874.5,NA
wind,ARM_CORTEX_A7,55,6937.5,NA
wind,ARM_CORTEX_A7,56,7000.500000000001,NA
wind,ARM_CORTEX_A7,57,7063.5,NA
wind,ARM_CORTEX_A7,58,7125.0,NA
wind,ARM_CORTEX_A7,59,7188.0,NA
wind,ARM_CORTEX_A7,60,7251.0,NA
wind,ARM_CORTEX_A7,61,7312.5,NA
wind,ARM_CORTEX_A7,62,7405.500000000001,NA
wind,ARM_CORTEX_A7,63,7438.5,NA
wind,ARM_CORTEX_A7,64,7500.000000000001,NA
wind,ARM_CORTEX_A7,65,7563.0,NA
wind,ARM_CORTEX_A7,66,7687.5,NA
wind,ARM_CORTEX_A7,67,7750.5,NA
wind,ARM_CORTEX_A7,68,7812.0,NA
wind,ARM_CORTEX_A7,69,7875.0,NA
wind,ARM_CORTEX_A7,70,7938.000000000001,NA
wind,ARM_CORTEX_A7,71,7999.499999999999,NA
wind,ARM_CORTEX_A7,72,8062.5,NA
wind,ARM_CORTEX_A7,73,8125.5,NA
wind,ARM_CORTEX_A7,74,8188.5,NA
wind,ARM_CORTEX_A7,75,8250.0,NA
wind,ARM_CORTEX_A7,76,8313.0,NA
wind,ARM_CORTEX_A7,77,8376.0,NA
wind,ARM_CORTEX_A7,78,8499.0,NA
wind,ARM_CORTEX_A7,79,8562.0,NA
wind,ARM_CORTEX_A7,80,8625.0,NA
wind,ARM_CORTEX_A7,81,8686.5,NA
wind,ARM_CORTEX_A7,82,8749.5,NA
wind,ARM_CORTEX_A7,83,8812.5,NA
wind,ARM_CORTEX_A7,84,8874.0,NA
wind,ARM_CORTEX_A7,85,8937.0,NA
wind,ARM_CORTEX_A7,86,9000.0,NA
wind,ARM_CORTEX_A7,87,9063.0,NA
wind,ARM_CORTEX_A7,88,9126.0,NA
wind,ARM_CORTEX_A7,89,9187.5,NA
wind,ARM_CORTEX_A7,90,9250.5,NA
wind,ARM_CORTEX_A7,91,9313.5,NA
wind,ARM_CORTEX_A7,92,9375.0,NA
wind,ARM_CORTEX_A7,93,9438.0,NA
wind,ARM_CORTEX_A7,94,9562.5,NA
wind,ARM_CORTEX_A7,95,9624.0,NA
wind,ARM_CORTEX_A7,96,9687.0,NA
wind,ARM_CORTEX_A7,97,9750.0,NA
wind,ARM_CORTEX_A7,98,9811.5,NA
wind,ARM_CORTEX_A7,99,9874.5,NA
wind,ARM_CORTEX_A7,100,9937.5,NA
comb,ARM_CORTEX_A7,1,12562.5,NA
comb,ARM_CORTEX_A7,2,21313.5,NA
comb,ARM_CORTEX_A7,3,30124.5,NA
comb,ARM_CORTEX_A7,4,38874.0,NA
comb,ARM_CORTEX_A7,5,47625.0,NA
comb,ARM_CORTEX_A7,6,56688.0,NA
comb,ARM_CORTEX_A7,7,65250.0,NA
comb,ARM_CORTEX_A7,8,74062.5,NA
comb,ARM_CORTEX_A7,9,83062.5,NA
comb,ARM_CORTEX_A7,10,91905.0,NA
comb,ARM_CORTEX_A7,11,100500.0,NA
comb,ARM_CORTEX_A7,12,109188.0,NA
comb,ARM_CORTEX_A7,13,118000.5,NA
comb,ARM_CORTEX_A7,14,126749.99999999999,NA
comb,ARM_CORTEX_A7,15,135625.5,NA
comb,ARM_CORTEX_A7,16,144438.0,NA
comb,ARM_CORTEX_A7,17,153436.5,NA
comb,ARM_CORTEX_A7,18,162000.0,NA
comb,ARM_CORTEX_A7,19,170938.5,NA
comb,ARM_CORTEX_A7,20,179686.5,NA
comb,ARM_CORTEX_A7,21,188499.0,NA
comb,ARM_CORTEX_A7,22,199125.0,NA
comb,ARM_CORTEX_A7,23,208251.0,NA
comb,ARM_CORTEX_A7,24,217125.0,NA
comb,ARM_CORTEX_A7,25,226342.50000000003,NA
comb,ARM_CORTEX_A7,26,235124.99999999997,NA
comb,ARM_CORTEX_A7,27,243687.0,NA
comb,ARM_CORTEX_A7,28,253624.5,NA
comb,ARM_CORTEX_A7,29,262093.49999999997,NA
comb,ARM_CORTEX_A7,30,271312.5,NA
comb,ARM_CORTEX_A7,31,279750.0,NA
comb,ARM_CORTEX_A7,32,289062.0,NA
comb,ARM_CORTEX_A7,33,297813.0,NA
comb,ARM_CORTEX_A7,34,307000.5,NA
comb,ARM_CORTEX_A7,35,315438.0,NA
comb,ARM_CORTEX_A7,36,325312.5,NA
comb,ARM_CORTEX_A7,37,334750.5,NA
comb,ARM_CORTEX_A7,38,343093.5,NA
comb,ARM_CORTEX_A7,39,352687.5,NA
comb,ARM_CORTEX_A7,40,360625.5,NA
comb,ARM_CORTEX_A7,41,369874.49999999994,NA
comb,ARM_CORTEX_A7,42,379936.5,NA
comb,ARM_CORTEX_A7,43,388717.5,NA
comb,ARM_CORTEX_A7,44,397375.5,NA
comb,ARM_CORTEX_A7,45,406624.49999999994,NA
comb,ARM_CORTEX_A7,46,415936.5,NA
comb,ARM_CORTEX_A7,47,424936.50000000006,NA
comb,ARM_CORTEX_A7,48,434250.0,NA
comb,ARM_CORTEX_A7,49,443125.50000000006,NA
comb,ARM_CORTEX_A7,50,452374.5,NA
comb,ARM_CORTEX_A7,51,461530.5,NA
comb,ARM_CORTEX_A7,52,470313.0,NA
comb,ARM_CORTEX_A7,53,479500.5,NA
comb,ARM_CORTEX_A7,54,488500.50000000006,NA
comb,ARM_CORTEX_A7,55,497875.5,NA
comb,ARM_CORTEX_A7,56,506749.5,NA
comb,ARM_CORTEX_A7,57,515688.0,NA
comb,ARM_CORTEX_A7,58,524812.5,NA
comb,ARM_CORTEX_A7,59,533688.0,NA
comb,ARM_CORTEX_A7,60,542625.0,NA
comb,ARM_CORTEX_A7,61,551563.5,NA
comb,ARM_CORTEX_A7,62,560812.5,NA
comb,ARM_CORTEX_A7,63,569968.5,NA
comb,ARM_CORTEX_A7,64,578937.0,NA
comb,ARM_CORTEX_A7,65,588063.0,NA
comb,ARM_CORTEX_A7,66,597124.5,NA
comb,ARM_CORTEX_A7,67,605875.5,NA
comb,ARM_CORTEX_A7,68,614875.5,NA
comb,ARM_CORTEX_A7,69,624126.0,NA
comb,ARM_CORTEX_A7,70,633250.5,NA
comb,ARM_CORTEX_A7,71,642436.5,NA
comb,ARM_CORTEX_A7,72,651250.5,NA
comb,ARM_CORTEX_A7,73,660187.5,NA
comb,ARM_CORTEX_A7,74,669249.0,NA
comb,ARM_CORTEX_A7,75,678063.0,NA
comb,ARM_CORTEX_A7,76,687124.5,NA
comb,ARM_CORTEX_A7,77,696312.0,NA
comb,ARM_CORTEX_A7,78,705501.0,NA
comb,ARM_CORTEX_A7,79,714375.0,NA
comb,ARM_CORTEX_A7,80,723436.5,NA
comb,ARM_CORTEX_A7,81,732312.0,NA
comb,ARM_CORTEX_A7,82,741312.0,NA
comb,ARM_CORTEX_A7,83,750249.0,NA
comb,ARM_CORTEX_A7,84,759499.5,NA
comb,ARM_CORTEX_A7,85,768592.5,NA
comb,ARM_CORTEX_A7,86,777499.5000000001,NA
comb,ARM_CORTEX_A7,87,786562.5,NA
comb,ARM_CORTEX_A7,88,795375.0,NA
comb,ARM_CORTEX_A7,89,804375.0000000001,NA
comb,ARM_CORTEX_A7,90,813562.5,NA
comb,ARM_CORTEX_A7,91,822499.5,NA
comb,ARM_CORTEX_A7,92,831562.5,NA
comb,ARM_CORTEX_A7,93,840687.0,NA
comb,ARM_CORTEX_A7,94,849562.5,NA
comb,ARM_CORTEX_A7,95,858625.5,NA
comb,ARM_CORTEX_A7,96,867438.0,NA
comb,ARM_CORTEX_A7,97,876438.0,NA
comb,ARM_CORTEX_A7,98,885750.0,NA
comb,ARM_CORTEX_A7,99,894312.0,NA
comb,ARM_CORTEX_A7,100,903187.5,NA
ant,ARM_CORTEX_A7,1,4938.0,NA
ant,ARM_CORTEX_A7,2,6687.000000000001,NA
ant,ARM_CORTEX_A7,3,8374.5,NA
ant,ARM_CORTEX_A7,4,10000.5,NA
ant,ARM_CORTEX_A7,5,11749.499999999998,NA
ant,ARM_CORTEX_A7,6,13438.5,NA
ant,ARM_CORTEX_A7,7,15124.5,NA
ant,ARM_CORTEX_A7,8,16812.0,NA
ant,ARM_CORTEX_A7,9,18501.0,NA
ant,ARM_CORTEX_A7,10,20250.0,NA
ant,ARM_CORTEX_A7,11,21999.0,NA
ant,ARM_CORTEX_A7,12,23688.0,NA
ant,ARM_CORTEX_A7,13,25563.0,NA
ant,ARM_CORTEX_A7,14,27250.5,NA
ant,ARM_CORTEX_A7,15,29062.5,NA
ant,ARM_CORTEX_A7,16,30750.0,NA
ant,ARM_CORTEX_A7,17,32437.5,NA
ant,ARM_CORTEX_A7,18,34249.5,NA
ant,ARM_CORTEX_A7,19,35938.5,NA
ant,ARM_CORTEX_A7,20,37687.5,NA
ant,ARM_CORTEX_A7,21,39499.5,NA
ant,ARM_CORTEX_A7,22,41188.5,NA
ant,ARM_CORTEX_A7,23,43000.5,NA
ant,ARM_CORTEX_A7,24,44751.0,NA
ant,ARM_CORTEX_A7,25,46500.0,NA
ant,ARM_CORTEX_A7,26,48250.5,NA
ant,ARM_CORTEX_A7,27,50062.5,NA
ant,ARM_CORTEX_A7,28,51874.49999999999,NA
ant,ARM_CORTEX_A7,29,53655.0,NA
ant,ARM_CORTEX_A7,30,55624.49999999999,NA
ant,ARM_CORTEX_A7,31,57438.0,NA
ant,ARM_CORTEX_A7,32,59125.5,NA
ant,ARM_CORTEX_A7,33,60937.5,NA
ant,ARM_CORTEX_A7,34,62655.0,NA
ant,ARM_CORTEX_A7,35,64437.0,NA
ant,ARM_CORTEX_A7,36,66438.0,NA
ant,ARM_CORTEX_A7,37,68313.0,NA
ant,ARM_CORTEX_A7,38,69937.5,NA
ant,ARM_CORTEX_A7,39,72126.0,NA
ant,ARM_CORTEX_A7,40,73374.0,NA
ant,ARM_CORTEX_A7,41,75375.0,NA
ant,ARM_CORTEX_A7,42,77937.0,NA
ant,ARM_CORTEX_A7,43,79251.0,NA
ant,ARM_CORTEX_A7,44,81061.5,NA
ant,ARM_CORTEX_A7,45,83437.5,NA
ant,ARM_CORTEX_A7,46,85249.5,NA
ant,ARM_CORTEX_A7,47,87126.0,NA
ant,ARM_CORTEX_A7,48,88938.0,NA
ant,ARM_CORTEX_A7,49,92062.5,NA
ant,ARM_CORTEX_A7,50,93187.50000000001,NA
ant,ARM_CORTEX_A7,51,96250.5,NA
ant,ARM_CORTEX_A7,52,97125.0,NA
ant,ARM_CORTEX_A7,53,100437.00000000001,NA
ant,ARM_CORTEX_A7,54,101437.5,NA
ant,ARM_CORTEX_A7,55,102999.0,NA
ant,ARM_CORTEX_A7,56,105811.5,NA
ant,ARM_CORTEX_A7,57,109251.0,NA
ant,ARM_CORTEX_A7,58,112186.5,NA
ant,ARM_CORTEX_A7,59,115063.5,NA
ant,ARM_CORTEX_A7,60,116437.5,NA
ant,ARM_CORTEX_A7,61,118312.50000000001,NA
ant,ARM_CORTEX_A7,62,119187.0,NA
ant,ARM_CORTEX_A7,63,121155.0,NA
ant,ARM_CORTEX_A7,64,123906.0,NA
ant,ARM_CORTEX_A7,65,126187.5,NA
ant,ARM_CORTEX_A7,66,129843.0,NA
ant,ARM_CORTEX_A7,67,134749.5,NA
ant,ARM_CORTEX_A7,68,133563.0,NA
ant,ARM_CORTEX_A7,69,134500.5,NA
ant,ARM_CORTEX_A7,70,136938.0,NA
ant,ARM_CORTEX_A7,71,138874.5,NA
ant,ARM_CORTEX_A7,72,140593.5,NA
ant,ARM_CORTEX_A7,73,143749.5,NA
ant,ARM_CORTEX_A7,74,149187.0,NA
ant,ARM_CORTEX_A7,75,151437.0,NA
ant,ARM_CORTEX_A7,76,151155.0,NA
ant,ARM_CORTEX_A7,77,153625.5,NA
ant,ARM_CORTEX_A7,78,156000.0,NA
ant,ARM_CORTEX_A7,79,156250.5,NA
ant,ARM_CORTEX_A7,80,158749.5,NA
ant,ARM_CORTEX_A7,81,162063.0,NA
ant,ARM_CORTEX_A7,82,166813.5,NA
ant,ARM_CORTEX_A7,83,168000.0,NA
ant,ARM_CORTEX_A7,84,169593.0,NA
ant,ARM_CORTEX_A7,85,171531.0,NA
ant,ARM_CORTEX_A7,86,174124.5,NA
ant,ARM_CORTEX_A7,87,173469.0,NA
ant,ARM_CORTEX_A7,88,177499.5,NA
ant,ARM_CORTEX_A7,89,179812.5,NA
ant,ARM_CORTEX_A7,90,187062.00000000003,NA
ant,ARM_CORTEX_A7,91,190780.49999999997,NA
ant,ARM_CORTEX_A7,92,185593.5,NA
ant,ARM_CORTEX_A7,93,193249.5,NA
ant,ARM_CORTEX_A7,94,193968.0,NA
ant,ARM_CORTEX_A7,95,191686.50000000003,NA
ant,ARM_CORTEX_A7,96,193375.50000000003,NA
ant,ARM_CORTEX_A7,97,198781.5,NA
ant,ARM_CORTEX_A7,98,197155.5,NA
ant,ARM_CORTEX_A7,99,193687.5,NA
ant,ARM_CORTEX_A7,100,192249.0,NA
demap,ARM_CORTEX_A7,1,3499.5,1
demap,ARM_CORTEX_A7,2,3687.0,1
demap,ARM_CORTEX_A7,3,3813.0,1
demap,ARM_CORTEX_A7,4,3999.0,1
demap,ARM_CORTEX_A7,5,4188.0,1
demap,ARM_CORTEX_A7,6,4251.0,1
demap,ARM_CORTEX_A7,7,4437.0,1
demap,ARM_CORTEX_A7,8,4624.5,1
demap,ARM_CORTEX_A7,9,4875.0,1
demap,ARM_CORTEX_A7,10,4938.0,1
demap,ARM_CORTEX_A7,11,5125.5,1
demap,ARM_CORTEX_A7,12,5311.5,1
demap,ARM_CORTEX_A7,13,5749.500000000001,1
demap,ARM_CORTEX_A7,14,5749.500000000001,1
demap,ARM_CORTEX_A7,15,5875.5,1
demap,ARM_CORTEX_A7,16,6126.0,1
demap,ARM_CORTEX_A7,17,6250.5,1
demap,ARM_CORTEX_A7,18,6438.0,1
demap,ARM_CORTEX_A7,19,6687.000000000001,1
demap,ARM_CORTEX_A7,20,6750.0,1
demap,ARM_CORTEX_A7,21,6937.5,1
demap,ARM_CORTEX_A7,22,7251.0,1
demap,ARM_CORTEX_A7,23,7437.0,1
demap,ARM_CORTEX_A7,24,7626.0,1
demap,ARM_CORTEX_A7,25,7813.499999999999,1
demap,ARM_CORTEX_A7,26,8124.000000000001,1
demap,ARM_CORTEX_A7,27,8250.0,1
demap,ARM_CORTEX_A7,28,8812.5,1
demap,ARM_CORTEX_A7,29,8812.5,1
demap,ARM_CORTEX_A7,30,9000.0,1
demap,ARM_CORTEX_A7,31,9250.5,1
demap,ARM_CORTEX_A7,32,9499.5,1
demap,ARM_CORTEX_A7,33,9874.5,1
